t_k.nr;t_knavn;t_fnavn;t_sone;k_innbyggere;k_areal;k_ansatte;k_tilskudd;k_språk;k_slagord;f_slagord;k_lat;k_lon;k_lon_decimal;k_lat_decimal;h_id;h_navn;h_operatør;h_type;h_url;h_lat;h_lon
1135;Sauda;Rogaland;NO5;4 613;547;1020; 190 210,38 ; nynorsk ;;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"6° 27' 3,494"" E";"59° 42' 12,075"" N";6,450971;59,703354;1356402152;Leirsjøhytta;Magnor ungdomslag;ubetjent;https://www.ut.no/hytte/3.1631/;59,8896053;12,1691588
3437;Sel;Innlandet;NO1;5 649;905;1009; 258 856,53 ; nøytral ;;Eventyrlige muligheter;"9° 28' 28,840"" E";"61° 46' 26,990"" N";9,474678;61,774164;1356402156;Litle Aurådal;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/litle-auraadal;59,1882636;6,877045
5032;Selbu;Trøndelag;NO4;4 241;1235;939; 175 407,87 ; nøytral ;Et lykkeland;Midt i hjertet, midt i Norge;"11° 8' 13,895"" E";"63° 12' 0,918"" N";11,137193;63,200255;1356402172;Loennechenbua;Kristiansund og Nordmøre Turistforening;ubetjent;https://ut.no/hytte/loennechenbua;62,4312387;9,1813256
4022;Seljord;Telemark;NO1;2 989;715;571; 140 449,18 ; nynorsk ;;Visjonar: vær modig, vær imøtekommende, vær troverdig;"8° 32' 6,864"" E";"59° 33' 57,092"" N";8,53524;59,565859;1356402188;Longåsdalen;Haugesund Turistforening;ubetjent;https://ut.no/hytte/longaasdalen;59,5487595;5,6428657
5530;Senja;Troms;NO4;14 873;1946;3310; 730 683,98 ; nøytral ;;Vilt, vakkert og vått;"17° 36' 37,355"" E";"69° 18' 55,028"" N";17,610376;69,315286;1356402207;Lyngør fyr;Aust-Agder Turistforening;ubetjent;https://ut.no/hytte/lyng%C3%B8r-fyr;58,6368108;9,1489277
3332;Sigdal;Buskerud;NO1;3 505;842;749; 155 804,48 ; bokmål ;Kunstnerdalen;Buskerud fylkeskommune skaper resultater gjennom samhandling. Verdiar: Raushet, åpenhet, mot, entusiasme;"9° 27' 20,951"" E";"60° 8' 10,973"" N";9,45582;60,136381;1356402219;Lågaros;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/laagaros;60,1315284;7,8017325
4010;Siljan;Telemark;NO1;2 376;214;579; 105 552,51 ; bokmål ;den gode bostedskommunen;Visjonar: vær modig, vær imøtekommende, vær troverdig;"9° 43' 31,677"" E";"59° 18' 35,964"" N";9,725466;59,30999;1356402225;Løkjelsvatnhytta;Haugesund Turistforening;selvbetjent;https://ut.no/hytte/loekjelsvatnhytta;59,6602027;6,1154117
4228;Sirdal;Agder;NO2;1 877;1554;429; 91 489,16 ; nøytral ;Kraftfull;0;"6° 50' 21,320"" E";"58° 51' 58,306"" N";6,839256;58,866196;1356402241;Marenvollen;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/marenvollen;62,5434359;11,6394183
5029;Skaun;Trøndelag;NO4;8 533;224;2371; 298 438,03 ; nøytral ;Nær Nyskapende Trivsel Tilhørighet;Midt i hjertet, midt i Norge;"10° 2' 2,132"" E";"63° 15' 54,999"" N";10,033926;63,265278;1356402246;Massbu;Indre Sunnfjord Turlag;ubetjent;https://ut.no/hytte/massbu;61,404593;5,4449079
4003;Skien;Telemark;NO1;56 850;779;12807; 1 846 010,41 ; nøytral ;;Visjonar: vær modig, vær imøtekommende, vær troverdig;"9° 29' 9,805"" E";"59° 15' 18,613"" N";9,486057;59,25517;1356402264;Melands Grønahei;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/melands-groenahei;59,2408675;6,5205707
3116;Skiptvet;Østfold;NO1;3 939;101;930; 141 587,46 ; bokmål ;Klart vi kan;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"11° 9' 9,087"" E";"59° 28' 47,002"" N";11,152524;59,479723;1356402280;Mjåvasshytta;Aust-Agder Turistforening;selvbetjent;https://ut.no/hytte/mjaavasshytta;58,9758992;8,1791153
5542;Skjervøy;Troms;NO4;2 782;474;635; 162 618,13 ; bokmål ;;Vilt, vakkert og vått;"20° 41' 10,649"" E";"70° 4' 10,327"" N";20,686291;70,069535;1356402304;Mogen;Telemark Turistforening;betjent;https://ut.no/hytte/mogen;60,0229368;7,8902169
3433;Skjåk;Innlandet;NO1;2 146;2076;389; 102 170,91 ; nynorsk ;naturlegvis;Eventyrlige muligheter;"7° 53' 11,657"" E";"61° 56' 0,849"" N";7,886571;61,933569;1356402308;Mosdalsbu;Bergen Turlag;selvbetjent;https://ut.no/hytte/mosdalsbu;60,1052211;6,6382714
1573;Smøla;Møre og Romsdal;NO3;2 176;272;467; 115 258,53 ; nøytral ;;Ein tydeleg medspelar;"8° 0' 21,942"" E";"63° 23' 5,405"" N";8,006095;63,384835;1356402329;Mule Varde;;ubetjent;https://ut.no/hytte/mule-varde;59,099834;9,7002153
5041;Snåsa;Trøndelag;NO4;2 098;2343;356; 114 084,70 ; nøytral ;#I/T;Midt i hjertet, midt i Norge;#I/T;#I/T;;;1356402339;Målsethytta;Vik Turlag;ubetjent;https://ut.no/hytte/maalsethytta;60,9864926;6,5197831
4640;Sogndal;Vestland;NO5;12 340;1258;3255; 497 953,84 ; nynorsk ;;0;"6° 47' 23,601"" E";"61° 17' 36,130"" N";6,789889;61,293369;1356402344;Mårbu;Drammens og Oplands Turistforening;betjent;https://ut.no/hytte/maarbu;60,1856351;8,1713218
1111;Sokndal;Rogaland;NO5;3 372;295;696; 151 602,10 ; nøytral ;Det gode liv i Sokndal;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"6° 20' 15,015"" E";"58° 22' 32,155"" N";6,337504;58,375599;1356402354;Måsvassbu;Molde og Romsdals Turistforening;selvbetjent;https://ut.no/hytte/maasvassbu;62,6481614;7,8341457
1124;Sola;Rogaland;NO5;28 857;69;8531; 874 351,88 ; nøytral ;;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"5° 36' 42,689"" E";"58° 53' 11,272"" N";5,611858;58,886464;1356402373;Navarsete;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/navarsete;61,4326022;7,340903
4636;Solund;Vestland;NO5;741;228;149; 52 851,46 ; nynorsk ;;0;"4° 51' 28,366"" E";"61° 6' 41,141"" N";4,857879;61,111428;1356402396;Nersetra;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/1099/nersetra;63,2183616;8,4338004
1870;Sortland;Nordland;NO4;10 742;722;2466; 394 459,89 ; nøytral ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;#I/T;#I/T;;;1356402417;Nilsebu;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/nilsebu;59,1894276;6,6749435
4649;Stad;Vestland;NO5;9 637;753;2145; 396 595,47 ; nynorsk ;;0;"5° 45' 36,956"" E";"61° 58' 39,268"" N";5,760266;61,977574;1356402434;Nipebu;Indre Sunnfjord Turlag;selvbetjent;https://ut.no/hytte/nipebu;61,4015422;5,3368915
3413;Stange;Innlandet;NO1;21 705;724;4963; 730 514,82 ; bokmål ;;Eventyrlige muligheter;"11° 20' 0,051"" E";"60° 38' 38,208"" N";11,333348;60,643947;1356402453;Nodhagen;Stavanger Turistforening;ubetjent;https://ut.no/hytte/nodhagen;58,9209554;5,9668375
1103;Stavanger;Rogaland;NO5;149 448;262;42526; 4 324 297,29 ; nøytral ;;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"5° 48' 23,855"" E";"59° 7' 2,108"" N";5,806626;59,117252;1356402481;Nordvikgården;Haugesund Turistforening;ubetjent;https://ut.no/hytte/fyret-paa-utsira;59,3101938;4,8895233
1848;Steigen;Nordland;NO4;2 659;1009;557; 137 182,26 ; bokmål ;Kyst som gir lyst;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"15° 17' 29,010"" E";"67° 48' 46,528"" N";15,291392;67,812924;1356402521;Nystøyl;Aust-Agder Turistforening;selvbetjent;https://ut.no/hytte/nystoeyl;59,1670577;7,7357529
5006;Steinkjer;Trøndelag;NO4;24 091;2122;4753; 896 675,14 ; nøytral ;Åpen lys og glad;Midt i hjertet, midt i Norge;"11° 31' 45,369"" E";"64° 2' 57,854"" N";11,529269;64,049404;1356402541;Olabu;Haugesund Turistforening;selvbetjent;https://ut.no/hytte/3.1866/;59,5991985;5,9559126
5035;Stjørdal;Trøndelag;NO4;24 854;938;5870; 783 994,68 ; nøytral ;Et godt valg for framtida;Midt i hjertet, midt i Norge;"11° 12' 44,419"" E";"63° 27' 53,787"" N";11,212339;63,464941;1356402545;Olalia fjellstove;Haugesund Turistforening;selvbetjent;https://ut.no/hytte/olalihytta;59,5993576;5,9569253
4614;Stord;Vestland;NO5;19 336;144;4952; 652 282,22 ; nynorsk ;;0;"5° 27' 52,327"" E";"59° 49' 24,797"" N";5,464535;59,823555;1356402565;Olandsbu;Aust-Agder Turistforening;ubetjent;https://ut.no/hytte/olandsbu;58,6645544;8,4918152
3423;Stor-Elvdal;Innlandet;NO1;2 275;2166;368; 114 571,08 ; bokmål ;;Eventyrlige muligheter;"10° 47' 4,633"" E";"61° 35' 20,395"" N";10,78462;61,588999;1356402584;Orkelsjøhytta;Trondhjems Turistforening;ubetjent;https://ut.no/hytte/orkelsjoehytta;62,519431;9,8749418
5538;Storfjord;Troms;NO4;1 829;1543;368; 117 308,09 ; nøytral ;Mangfold styrker;Vilt, vakkert og vått;#I/T;#I/T;;;1356402613;Peilehytta;Nord-Trøndelag Turistforening;dagsturhytte;https://ut.no/hytte/often%C3%A5sen;63,9920453;11,5291241
1130;Strand;Rogaland;NO5;13 791;262;3432; 483 328,07 ; nøytral ;;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"6° 3' 50,479"" E";"59° 2' 9,527"" N";6,064022;59,03598;1356402646;Preikestolhytta;Stavanger Turistforening;betjent;https://preikestolenbasecamp.com/produkt/preikestolhytta/;58,9900594;6,1377504
1525;Stranda;Møre og Romsdal;NO3;4 360;866;1126; 185 094,10 ; nynorsk ;;Ein tydeleg medspelar;"6° 58' 54,690"" E";"62° 8' 1,412"" N";6,981858;62,133726;1356402653;Presteseter;Larvik og Omegns Turistforening;ubetjent;https://www.ut.no/hytte/3.1714/;59,4337613;9,7929565
4651;Stryn;Vestland;NO5;7 325;1382;1682; 300 544,26 ; nynorsk ;;0;"6° 55' 3,504"" E";"61° 50' 59,731"" N";6,91764;61,849925;1356402684;Ramssjøen;Trondhjems Turistforening;ubetjent;https://ut.no/hytte/ramssjoeen;62,8165753;9,8042038
1531;Sula;Møre og Romsdal;NO3;9 749;59;2594; 353 492,86 ; nynorsk ;;Ein tydeleg medspelar;"6° 12' 2,175"" E";"62° 25' 16,086"" N";6,200604;62,421135;1356402692;Raubergshytta;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/raubergshytta;62,5226548;8,7095547
1134;Suldal;Rogaland;NO5;3 933;1736;764; 182 707,97 ; nynorsk ;;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"6° 36' 24,894"" E";"59° 31' 5,722"" N";6,606915;59,518256;1356402722;Reinsvassbu;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/reinsvassbu;62,5501361;8,3677108
1563;Sunndal;Møre og Romsdal;NO3;7 271;1713;1615; 305 712,76 ; nøytral ;Vill og vakker;Ein tydeleg medspelar;"8° 42' 56,257"" E";"62° 35' 1,708"" N";8,715627;62,583808;1356402741;Renosdammen;Finnskogen Turistforening;ubetjent;https://ut.no/hytte/renosdammen2;60,9933832;11,9566954
4647;Sunnfjord;Vestland;NO5;22 588;2208;5980; 868 319,47 ; nynorsk ;;0;"6° 6' 46,171"" E";"61° 28' 11,874"" N";6,112825;61,469965;1356402744;Ringvassbu;Troms Turlag;ubetjent;https://ut.no/hytte/ringvassbu;69,896263;19,1280706
1566;Surnadal;Møre og Romsdal;NO3;5 966;1366;1273; 245 555,80 ; nynorsk ;;Ein tydeleg medspelar;"8° 51' 48,382"" E";"62° 55' 13,837"" N";8,863439;62,92051;1356402789;Rotberget bedehus;;ubetjent;https://ut.no/hytte/rotberget-bedehus;60,5155504;12,5406966
4612;Sveio;Vestland;NO5;5 767;246;1383; 229 049,79 ; nynorsk ;Midt i leio;0;"5° 24' 21,050"" E";"59° 34' 53,547"" N";5,405847;59,581541;1356402806;Rovangen;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/10565/rovangen;63,3005422;8,6584303
1528;Sykkylven;Møre og Romsdal;NO3;7 619;338;1761; 256 146,09 ; nynorsk ;;Ein tydeleg medspelar;"6° 39' 25,469"" E";"62° 20' 58,651"" N";6,657075;62,349625;1356402822;Runde fyr;Ålesund-Sunnmøre Turistforening;selvbetjent;https://ut.no/hytte/runde-fyr;62,413771;5,5865003
1812;Sømna;Nordland;NO4;1 986;195;369; 105 936,59 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"12° 13' 45,142"" E";"65° 19' 20,870"" N";12,229206;65,322464;1356402841;Rundkjølbrakka;;ubetjent;https://ut.no/hytte/rundkjoelbrakka;60,8341034;11,9457697
3447;Søndre Land;Innlandet;NO1;5 638;728;1041; 218 933,02 ;#I/T;#I/T;Eventyrlige muligheter;#I/T;#I/T;;;1356402846;Råkeneset;Sogndal Turlag;ubetjent;https://ut.no/hytte/r%C3%A5keneset;61,1139822;4,8300088
3449;Sør-Aurdal;Innlandet;NO1;2 844;1109;546; 151 277,33 ; nøytral ;En frisk kommune i Valdres;Eventyrlige muligheter;"9° 37' 55,358"" E";"60° 40' 45,241"" N";9,632044;60,679234;1356402891;Sandvatnbrakka;Sauda Turlag;selvbetjent;https://ut.no/hytte/oevre-sandvatnbrakka;59,7983916;6,6780648
1845;Sørfold;Nordland;NO4;1 865;1637;367; 112 476,04 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"15° 47' 18,143"" E";"67° 30' 41,234"" N";15,788373;67,511454;1356402915;Sauabrehytta;Haugesund Turistforening;selvbetjent;https://ut.no/hytte/sauabrehytta;59,9605231;6,4332366
3438;Sør-Fron;Innlandet;NO1;3 107;742;648; 136 657,45 ; nøytral ;;Eventyrlige muligheter;"9° 47' 12,371"" E";"61° 32' 13,288"" N";9,78677;61,537024;1356402937;Selsli;Kongsberg og Omegns Turistforening;ubetjent;https://ut.no/hytte/10486/selsli;59,6881694;9,3641127
3415;Sør-Odal;Innlandet;NO1;8 161;517;1869; 269 965,81 ; bokmål ;nærmere enn du tror;Eventyrlige muligheter;"11° 45' 13,725"" E";"60° 13' 25,134"" N";11,753813;60,223648;1356402956;Senjabu;Troms Turlag;ubetjent;https://ut.no/hytte/senjabu;69,3446753;17,4375685
5526;Sørreisa;Troms;NO4;3 509;363;798; 152 708,46 ; nøytral ;;Vilt, vakkert og vått;"18° 10' 3,074"" E";"69° 5' 32,507"" N";18,167521;69,092363;1356402974;Setertjønnhytta;Nord-Trøndelag Turistforening;selvbetjent;https://ut.no/hytte/setertjoennhytta;63,9954736;12,31296
5605;Sør-Varanger;Finnmark;NO4;9 983;3971;2690; 433 357,52 ; bokmål ;en grensesprengende kommune;Der drømmer blir virkelighet;"29° 37' 14,919"" E";"69° 37' 35,778"" N";29,620811;69,626605;1356402991;Sildevika;;ubetjent;https://ut.no/hytte/kystledhytta-sildevika;59,0497075;9,7607265
5628;Tana;Finnmark;NO4;2 792;4051;638; 178 456,61 ; bokmål ;;Der drømmer blir virkelighet;#I/T;#I/T;;;1356402999;Simlebu;Haugesund Turistforening;selvbetjent;https://ut.no/hytte/simlebu;59,8465059;6,4570891
1121;Time;Rogaland;NO5;20 036;183;5547; 635 045,83 ; nynorsk ;;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"5° 46' 15,107"" E";"58° 42' 29,621"" N";5,770863;58,708228;1356403032;Skarsvassbu;Aust-Agder Turistforening;selvbetjent;https://ut.no/hytte/skarsvassbu;58,8195056;8,2579438
1560;Tingvoll;Møre og Romsdal;NO3;3 074;337;622; 146 087,79 ; nøytral ;;Ein tydeleg medspelar;"8° 10' 40,940"" E";"62° 56' 58,617"" N";8,178039;62,949616;1356403038;Skavlabu;Bergen Turlag;selvbetjent;https://ut.no/hytte/skavlabu;60,8618273;5,8151419
4026;Tinn;Telemark;NO1;5 517;2045;1158; 203 837,41 ; nøytral ;;Visjonar: vær modig, vær imøtekommende, vær troverdig;"8° 33' 45,453"" E";"59° 59' 50,336"" N";8,562626;59,997316;1356403071;Skjækerdalshytta;Nord-Trøndelag Turistforening;selvbetjent;https://ut.no/hytte/skjaekerdalshytta;63,9105405;12,220673
5512;Tjeldsund;Troms;NO4;4 235;814;861; 223 667,57 ; bokmål ;;Vilt, vakkert og vått;#I/T;#I/T;;;1356403076;Skolla;Hamar og Hedemarken Turistforening;ubetjent;https://ut.no/hytte/101200;61,2430347;10,8170385
4034;Tokke;Telemark;NO1;2 245;985;477; 100 359,63 ; nynorsk ;;Visjonar: vær modig, vær imøtekommende, vær troverdig;"7° 54' 40,998"" E";"59° 27' 43,384"" N";7,911388;59,462051;1356403132;Skålatårnet;Bergen Turlag;selvbetjent;https://ut.no/hytte/10931/skalatarnet;61,8683974;6,9657127
3426;Tolga;Innlandet;NO1;1 599;1123;310; 90 474,80 ; nøytral ;kommune med tæl;Eventyrlige muligheter;"11° 4' 56,266"" E";"62° 21' 25,079"" N";11,082296;62,356966;1356403149;Gamle Skåpet;Stavanger Turistforening;ubetjent;https://ut.no/hytte/101135/skapet-gamlehytta;58,9853007;6,3505185
5501;Tromsø;Troms;NO4;78 893;2521;24162; 2 297 428,07 ; nøytral ;;Vilt, vakkert og vått;"19° 4' 50,644"" E";"69° 38' 18,608"" N";19,080734;69,638502;1356403165;Sloaros;DNT Sør;selvbetjent;https://ut.no/hytte/sloaros;59,646596;7,2585675
5001;Trondheim;Trøndelag;NO4;215 034;529;63037; 5 512 927,24 ; nøytral ;;Midt i hjertet, midt i Norge;#I/T;#I/T;;;1356403180;Slæom;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/slaeom;61,8238035;7,4823263
3421;Trysil;Innlandet;NO1;6 564;3014;1371; 268 060,48 ; bokmål ;stavtaket foran;Eventyrlige muligheter;"12° 17' 19,783"" E";"61° 19' 41,332"" N";12,288829;61,328148;1356403206;Sollia;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/10100/sollia;63,2079462;8,8723514
1835;Træna;Nordland;NO4;446;17;105; 54 634,00 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"12° 7' 6,243"" E";"66° 31' 35,440"" N";12,118401;66,526511;1356403240;Solum;Telemark Turistforening;ubetjent;https://www.ut.no/hytte/3.1749/;59,4685296;9,5679407
4213;Tvedestrand;Agder;NO2;6 443;215;1229; 251 234,74 ; bokmål ;Tiden på din side;0;"8° 56' 35.403"" E";"58° 38' 8.482"" N";8,943167;58,635689;1356403267;Songedalen fjellgard;;ubetjent;https://ut.no/hytte/songedalen-fjellgard;59,0420966;6,4301235
5033;Tydal;Trøndelag;NO4;779;1329;130; 51 371,31 ; bokmål ;;Midt i hjertet, midt i Norge;"11° 48' 28,358"" E";"63° 0' 28,410"" N";11,807877;63,007892;1356403308;Stakken;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/stakken;59,1808939;6,5651693
3427;Tynset;Innlandet;NO1;5 728;1880;1270; 241 985,60 ; nøytral ;Kjem'n te Tynset så trivs'n;Eventyrlige muligheter;"10° 32' 28,881"" E";"62° 23' 59,384"" N";10,541356;62,399829;1356403323;Standalhytta;;ubetjent;https://ut.no/hytte/standalhytta;62,2469799;6,3477994
4616;Tysnes;Vestland;NO5;2 952;255;583; 148 615,34 ; nynorsk ;Gudeøya Tysnes  framtid på historisk grunn;0;"5° 32' 51,937"" E";"59° 59' 45,950"" N";5,54776;59,996097;1356403342;Stavassgården;;ubetjent;https://ut.no/hytte/stavassgaarden;65,4871523;13,2915831
1146;Tysvær;Rogaland;NO5;11 690;425;2912; 471 184,01 ; nøytral ;;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"5° 35' 18,865"" E";"59° 22' 44,265"" N";5,588574;59,378963;1356403360;Stavassætra;;ubetjent;https://ut.no/hytte/stavassaetra;65,5030713;13,2352089
3905;Tønsberg;Vestfold;NO1;59 412;329;15117; 1 816 537,40 ; nøytral ;;Sammen om Vestfolds framtid. Verdiar: Rettferdig, åpen, modig og profesjonell;"10° 17' 26,812"" E";"59° 21' 51,597"" N";10,290781;59,364333;1356403367;Stavskar;DNT Sør;ubetjent;https://ut.no/hytte/stavskar;59,2011516;7,4034341
3209;Ullensaker;Akershus;NO1;44 473;252;12797; 1 377 249,85 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"11° 11' 47,295"" E";"60° 9' 2,283"" N";11,196471;60,150634;1356403383;Storavassbu;Haugesund Turistforening;selvbetjent;https://ut.no/hytte/3.1607/;59,6941035;6,2350732
4618;Ullensvang;Vestland;NO5;11 005;3230;2592; 478 745,16 ; nynorsk ;Noregs frukthage;0;"6° 48' 53,231"" E";"60° 5' 45,721"" N";6,814786;60,096034;1356403420;Store Torungen;Oslofjordens friluftsråd;ubetjent;https://ut.no/hytte/store-torungen;58,3987171;8,7896128
1516;Ulstein;Møre og Romsdal;NO3;8 853;97;2280; 314 995,62 ; nynorsk ;Der baug bryt båre;Ein tydeleg medspelar;"5° 52' 37,820"" E";"62° 19' 58,337"" N";5,877172;62,332871;1356403435;Storekrakkoia;Ringerikes Turistforening;ubetjent;https://ut.no/hytte/101108/storekrakkoia;60,4964548;9,7113831
4620;Ulvik;Vestland;NO5;1 095;722;207; 73 582,37 ; nynorsk ;;0;"7° 10' 54,712"" E";"60° 36' 35,130"" N";7,181864;60,609758;1356403475;Storfiskhytta;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/10567/storfiskhytta;63,2742005;8,8236704
1151;Utsira;Rogaland;NO5;219;6;33; 37 956,43 ; nøytral ;Utsira gir energi;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"4° 53' 4,759"" E";"59° 18' 24,085"" N";4,884655;59,30669;1356403490;Storjordstua;;ubetjent;https://ut.no/hytte/storjordstua;66,8141472;15,4006573
5607;Vadsø;Finnmark;NO4;5 711;1258;1458; 268 904,99 ; bokmål ;Kvenhovedstaden;Der drømmer blir virkelighet;"29° 41' 8,755"" E";"70° 13' 55,814"" N";29,685765;70,232171;1356403534;Stranddalshytta;Stavanger Turistforening;betjent;https://ut.no/hytte/stranddalshytta;59,4384264;6,7185144
4628;Vaksdal;Vestland;NO5;3 867;715;810; 173 318,50 ; nynorsk ;Bynært bygdeliv;0;"5° 54' 51,548"" E";"60° 40' 39,981"" N";5,914319;60,677772;1356403549;Stølsmaradalen;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/101379/stlsmaradalen;61,4011715;7,9359076
4221;Valle;Agder;NO2;1 201;1265;267; 65 285,43 ; nynorsk ;Gjestfri for nye tankar;0;"7° 25' 54,921"" E";"59° 9' 52,582"" N";7,431923;59,164606;1356403565;Svarthamar;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/svarthamar;61,1429719;9,5073227
3454;Vang;Innlandet;NO1;1 642;1505;338; 88 380,25 ; nynorsk ;;Eventyrlige muligheter;"8° 28' 30,279"" E";"61° 13' 3,916"" N";8,475077;61,217754;1356403579;Svarttjønnbua;Nord-Trøndelag Turistforening;ubetjent;https://ut.no/hytte/svarttjoennbua;64,0485919;11,5407682
1511;Vanylven;Møre og Romsdal;NO3;3 035;385;533; 147 015,52 ; nynorsk ;Ein grunn til å smile;Ein tydeleg medspelar;"5° 38' 49,640"" E";"62° 5' 3,753"" N";5,647122;62,084376;1356403585;Svartvassbu;Molde og Romsdals Turistforening;ubetjent;https://ut.no/hytte/svartvassbu;62,5989297;8,0506328
5634;Vardø;Finnmark;NO4;1 970;601;431; 126 343,44 ; bokmål ;Cedant tenebræ Soli (lat: Mørket må vike for solen);Der drømmer blir virkelighet;"30° 37' 43,090"" E";"70° 20' 2,523"" N";30,628636;70,334034;1356403601;Sveinsbu;Kongsberg og Omegns Turistforening;ubetjent;https://ut.no/hytte/sveinsbu;59,5405155;9,5232798
1824;Vefsn;Nordland;NO4;13 508;1929;3280; 513 362,33 ; nøytral ;Et steg foran;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"13° 13' 36,241"" E";"65° 51' 10,336"" N";13,226734;65,852871;1356403650;Sætersetra;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/10800/stersetra;62,9879507;9,0004672
1815;Vega;Nordland;NO4;1 203;165;213; 75 983,68 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"11° 55' 2,199"" E";"65° 40' 15,545"" N";11,917277;65,670985;1356403663;Sørmyrseter;Kongsberg og Omegns Turistforening;ubetjent;https://www.ut.no/hytte/3.1840/;59,5037174;9,6485485
4212;Vegårshei;Agder;NO2;2 239;356;441; 109 542,74 ; nøytral ;Levende og inkluderende;0;"8° 49' 26,887"" E";"58° 45' 31,716"" N";8,824135;58,75881;1356403675;Tjuenborgkoia;Ringerike Turistforening;ubetjent;https://ut.no/hytte/10262/tjuenborgkoia;60,3386268;9,9764396
4223;Vennesla;Agder;NO2;15 598;384;3516; 526 985,58 ; nøytral ;;0;"7° 49' 45,132"" E";"58° 19' 51,317"" N";7,829203;58,330921;1356403687;Tjønndalen;DNT Sør;ubetjent;https://ut.no/hytte/tjoenndalen;58,9612174;7,4714276
5038;Verdal;Trøndelag;NO4;15 373;1548;3434; 504 176,39 ; nøytral ;;Midt i hjertet, midt i Norge;"12° 0' 48,504"" E";"63° 47' 11,082"" N";12,013473;63,786412;1356403693;Tjønnebu;Ålesund-Sunnmøre Turistforening;ubetjent;https://ut.no/hytte/tjoennebu;62,321136;7,6668627
3216;Vestby;Akershus;NO1;19 652;134;5238; 627 556,73 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"10° 44' 9,203"" E";"59° 34' 8,998"" N";10,73589;59,569166;1356403701;Todalshytta;Kristiansund og Nordmøre Turistforening;betjent;https://ut.no/hytte/todalshytta;62,8038744;8,7335253
1535;Vestnes;Møre og Romsdal;NO3;7 155;405;1492; 261 192,47 ; nynorsk ;Midt i Blinken;Ein tydeleg medspelar;"7° 4' 1,401"" E";"62° 33' 52,220"" N";7,067056;62,564506;1356403707;Torsbu;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/torsbu;62,1239197;7,8491054
3443;Vestre Toten;Innlandet;NO1;13 675;251;3250; 448 077,25 ;#I/T;#I/T;Eventyrlige muligheter;#I/T;#I/T;;;1356403714;Torsdalsbu;Aust-Agder Turistforening;ubetjent;https://ut.no/hytte/torsdalsbu;59,2034583;7,7670881
3452;Vestre Slidre;Innlandet;NO1;2 119;457;461; 98 265,95 ;#I/T;#I/T;Eventyrlige muligheter;#I/T;#I/T;;;1356403723;Toveseter;DNT Drammen og Omegn;ubetjent;https://ut.no/hytte/10199/toveseter;60,3389403;9,3213916
